age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,136343,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Local-gov,336543,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,2,Hong,>50K
4,Private,117236,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
1,Private,302604,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
0,Private,314823,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
1,State-gov,52636,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,211695,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,202206,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,Puerto-Rico,<=50K
1,Private,264076,HS-grad,9,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
2,,167710,Some-college,10,Divorced,,,White,Female,0,0,0,United-States,<=50K
2,Private,171615,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,206369,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,3,United-States,>50K
1,Private,61343,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,195835,Some-college,10,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,118365,10th,6,Divorced,Other-service,,Black,Female,0,0,0,United-States,<=50K
4,Private,142723,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,2,Puerto-Rico,<=50K
1,Private,117028,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,1,Poland,<=50K
0,Private,42279,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,204042,Some-college,10,Never-married,Transport-moving,,White,Male,0,0,3,United-States,<=50K
1,Private,127651,10th,6,Never-married,Farming-fishing,,White,Male,0,0,2,,<=50K
1,Private,116508,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,126569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,,143774,HS-grad,9,Divorced,,Other-relative,White,Female,0,0,2,United-States,<=50K
0,Local-gov,354351,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
1,Private,182323,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,389942,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
0,Local-gov,350845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,149102,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Private,123535,11th,7,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,2,Guatemala,<=50K
1,Private,200246,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,223392,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,86939,HS-grad,9,Married-spouse-absent,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
0,Private,46496,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Local-gov,254127,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,3,United-States,<=50K
1,Private,37088,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,120781,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,4,0,4,India,>50K
0,State-gov,159269,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
4,Local-gov,214275,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,3,United-States,<=50K
3,Self-emp-not-inc,159399,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,199419,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
4,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,2,United-States,<=50K
0,,272166,Some-college,10,Never-married,,Own-child,White,Male,0,2,1,United-States,<=50K
0,Private,56774,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
4,Local-gov,218724,HS-grad,9,Widowed,Other-service,,White,Male,0,0,2,United-States,<=50K
0,Private,73514,Some-college,10,Never-married,Sales,,Asian-Pac-Islander,Female,0,0,3,Philippines,<=50K
2,Private,183800,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,187294,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,158813,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,149507,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
3,Private,140664,Bachelors,13,Divorced,Sales,,White,Male,0,0,2,United-States,<=50K
2,Local-gov,194630,Bachelors,13,Never-married,Protective-serv,,White,Female,2,0,2,United-States,>50K
0,,30840,Some-college,10,Divorced,,Unmarried,White,Female,0,0,2,Germany,<=50K
4,Private,95113,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,97189,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,125000,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,>50K
2,Private,119008,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,185251,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,246262,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
4,Self-emp-not-inc,119056,HS-grad,9,Never-married,Sales,,White,Male,0,0,1,United-States,>50K
2,Private,199816,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
2,Private,108140,Bachelors,13,Never-married,Exec-managerial,,White,Male,1,0,2,United-States,<=50K
2,Local-gov,212206,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,State-gov,203572,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Local-gov,220656,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,2,England,<=50K
4,Private,206343,HS-grad,9,Separated,Machine-op-inspct,,White,Male,1,0,2,Cuba,<=50K
3,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,2,United-States,>50K
2,Private,178866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
2,Private,165232,Some-college,10,Divorced,Tech-support,,Black,Female,0,0,2,Trinadad&Tobago,<=50K
0,Private,192711,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,340885,HS-grad,9,Divorced,Farming-fishing,,White,Male,0,0,2,United-States,<=50K
0,Private,126613,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,133169,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,30673,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
1,Private,183388,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,181773,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,39222,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,175804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,278553,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,118001,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,216129,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,51618,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,176335,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,4,United-States,>50K
4,Private,142080,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,>50K
3,Self-emp-not-inc,178319,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
1,Private,90273,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,,>50K
2,Private,237671,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,>50K
2,Private,460437,9th,5,Divorced,Sales,,White,Female,0,0,2,United-States,<=50K
0,Federal-gov,169003,12th,8,Never-married,Adm-clerical,Own-child,Black,Male,0,0,1,United-States,<=50K
3,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,1,United-States,<=50K
1,Private,56510,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
2,Private,34113,HS-grad,9,Never-married,Exec-managerial,,Amer-Indian-Eskimo,Male,2,0,2,United-States,<=50K
0,Private,151888,HS-grad,9,Divorced,Craft-repair,,White,Male,2,0,3,Ireland,<=50K
3,Private,104461,Bachelors,13,Never-married,Other-service,,White,Male,3,0,3,Italy,>50K
3,Local-gov,106554,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,>50K
0,Private,215232,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,182383,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
2,Self-emp-inc,179228,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,166062,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,3,United-States,<=50K
4,Private,218490,Bachelors,13,Divorced,Exec-managerial,,White,Male,4,0,3,United-States,>50K
1,Private,165799,HS-grad,9,Divorced,Exec-managerial,,White,Male,0,0,3,United-States,<=50K
2,Private,37997,12th,8,Divorced,Transport-moving,,White,Male,0,0,4,United-States,>50K
1,Private,241431,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
0,Private,260797,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,267790,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,118861,10th,6,Married-civ-spouse,Craft-repair,Wife,Other,Female,0,0,3,Guatemala,<=50K
4,Self-emp-not-inc,121912,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,237873,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,137428,HS-grad,9,Divorced,Transport-moving,,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,124793,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,27776,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
3,,95636,10th,6,Divorced,,,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,238192,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,2,2,United-States,>50K
1,Private,147560,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,109813,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,<=50K
1,Self-emp-not-inc,151868,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,4,United-States,<=50K
2,Self-emp-not-inc,89202,Some-college,10,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,192259,Masters,14,Never-married,Prof-specialty,,White,Male,0,0,1,United-States,<=50K
2,Private,107303,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,202027,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,3,United-States,>50K
4,Private,83196,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,32287,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,147322,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Columbia,<=50K
2,Federal-gov,262402,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
1,Private,206325,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,287797,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,178472,9th,5,Separated,Transport-moving,,White,Male,0,0,2,United-States,<=50K
1,Private,154863,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,1,United-States,<=50K
1,Federal-gov,309778,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-inc,233727,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
4,Private,27459,HS-grad,9,Married-spouse-absent,Transport-moving,,White,Male,0,0,2,United-States,<=50K
4,,191394,Prof-school,15,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,186905,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,4,0,2,United-States,>50K
3,Federal-gov,107079,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,69132,Bachelors,13,Never-married,Tech-support,,White,Male,0,0,2,United-States,<=50K
0,Local-gov,202184,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
3,Self-emp-not-inc,218311,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,112772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,141876,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,2,,<=50K
4,,193365,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
2,Local-gov,339772,HS-grad,9,Separated,Exec-managerial,,Black,Male,0,0,2,United-States,<=50K
4,Private,161964,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,126754,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,2,Italy,<=50K
4,Private,154897,HS-grad,9,Never-married,Sales,,White,Female,0,0,1,United-States,<=50K
4,Private,178312,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,3,4,United-States,>50K
1,Private,108023,Masters,14,Never-married,Adm-clerical,,White,Male,0,0,2,United-States,<=50K
1,Private,214635,HS-grad,9,Never-married,Craft-repair,,Black,Male,0,0,2,,<=50K
0,Private,389143,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,120131,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,222162,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,,133166,Doctorate,16,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
3,Self-emp-not-inc,242606,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
1,Private,192262,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,181015,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,259323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,72791,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,148805,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,369258,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,2,Mexico,<=50K
2,Private,192939,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
0,,108670,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
0,,350917,HS-grad,9,Never-married,,,White,Female,0,0,1,United-States,<=50K
1,Private,197947,HS-grad,9,Never-married,Exec-managerial,,White,Male,0,0,2,Puerto-Rico,<=50K
0,State-gov,156294,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,225507,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,157425,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,175507,HS-grad,9,Never-married,Other-service,,White,Female,0,0,1,United-States,<=50K
2,Self-emp-inc,172927,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
1,Private,82393,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,>50K
1,Private,121966,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,,134997,Some-college,10,Separated,,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Private,303388,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
3,Self-emp-not-inc,279129,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
3,Local-gov,101119,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,<=50K
0,Private,42857,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,167967,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,226902,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
0,Private,271446,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,183887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,3,3,United-States,>50K
4,Self-emp-not-inc,144380,Some-college,10,Married-spouse-absent,Prof-specialty,,Black,Male,0,0,3,United-States,<=50K
1,Private,35595,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,215247,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,156352,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,211570,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,2,United-States,<=50K
1,State-gov,292317,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,110820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,179557,Bachelors,13,Divorced,Exec-managerial,,White,Male,0,0,2,United-States,<=50K
2,Private,104892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,426431,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,132481,Assoc-acdm,12,Divorced,Prof-specialty,,White,Female,0,0,1,United-States,<=50K
1,Private,107812,Some-college,10,Never-married,Prof-specialty,,White,Male,0,0,0,United-States,<=50K
3,Private,217718,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,1,Haiti,<=50K
0,,120572,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,4,2,United-States,>50K
1,Local-gov,348802,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,<=50K
4,Private,298695,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,178140,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
2,Private,175441,HS-grad,9,Never-married,Handlers-cleaners,,Black,Male,0,0,2,United-States,<=50K
4,Local-gov,73433,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,4,2,Canada,<=50K
3,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Private,68268,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,359001,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,129980,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,211763,Doctorate,16,Separated,Prof-specialty,Unmarried,Black,Female,0,0,1,United-States,>50K
2,Private,182828,Masters,14,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
3,Local-gov,124071,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,4,United-States,>50K
1,Private,138332,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,161342,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Private,131239,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
1,,197688,HS-grad,9,Never-married,,,Black,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,50215,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
1,Local-gov,199368,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,3,United-States,>50K
3,Private,65353,Some-college,10,Divorced,Transport-moving,Own-child,White,Male,1,0,3,United-States,<=50K
1,Private,201155,9th,5,Never-married,Sales,,White,Female,0,0,3,United-States,<=50K
2,Private,54102,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,336508,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,,166545,Some-college,10,Married-civ-spouse,,Wife,White,Female,3,0,0,United-States,>50K
2,Private,158275,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,2,United-States,<=50K
2,Private,341204,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Private,339025,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1,2,Vietnam,<=50K
3,Private,192894,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,1,United-States,<=50K
2,Private,297186,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,46677,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,144521,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,<=50K
0,,634226,10th,6,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,28031,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,State-gov,156423,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,121596,Some-college,10,Never-married,Other-service,Own-child,White,Female,1,0,1,United-States,<=50K
0,State-gov,257064,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,223212,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
1,State-gov,216035,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,215686,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,3,United-States,<=50K
0,Private,225515,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,56121,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,Mexico,<=50K
1,Local-gov,143766,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
2,Local-gov,174575,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,2,United-States,>50K
1,State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,State-gov,109015,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,202565,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Italy,<=50K
0,Private,217769,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,Federal-gov,186601,HS-grad,9,Separated,Exec-managerial,,Black,Female,0,0,2,United-States,<=50K
1,Private,229716,HS-grad,9,Divorced,Adm-clerical,,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,104958,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,375452,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,4,0,3,United-States,>50K
3,Private,109937,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,<=50K
3,Private,202044,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Local-gov,31365,Bachelors,13,Widowed,Prof-specialty,,White,Female,0,0,2,United-States,>50K
2,Private,191137,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,32059,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,154785,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,0,0,1,United-States,<=50K
3,Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,3,United-States,>50K
4,Federal-gov,23789,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
2,Private,139012,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Taiwan,>50K
0,,497414,7th-8th,4,Married-spouse-absent,,,White,Female,0,0,1,Mexico,<=50K
